workerid	rt	name	intensifier	color	price	item
11	4400	Richard	horribly	DF0101	350	watch
11	3592	Robert	wildly	0404B4	225	coffee maker
11	3336	James	crazy	31B404	1800	laptop
11	6502	Mary	quite	31B404	1100	laptop
11	14640	Sally	very	31B404	1300	laptop
11	3095	William	horribly	DF0101	350	watch
11	8864	Susan	excessively	0404B4	270	coffee maker
11	9030	Maria	vastly	0404B4	280	coffee maker
11	5120	Linda	exceedingly	0404B4	175	coffee maker
11	8319	John		DF0101	150	watch
11	3183	Elizabeth	terribly	DF0101	300	watch
11	4106	James	super	0404B4	95	coffee maker
11	160925	Michael	enormously	31B404	1500	laptop
11	3167	Robert	super	31B404	1000	laptop
11	2999	Patricia	terribly	DF0101	380	watch
11	4560	Sally	hugely	0404B4	200	coffee maker
11	3535	Mary	crazy	0404B4	125	coffee maker
11	3025	Tim	vastly	DF0101	500	watch
11	4607	Michael	vastly	31B404	2300	laptop
11	4023	Charles	quite	31B404	1400	laptop
11	3240	Tim	really	0404B4	125	coffee maker
11	12544	William	horribly	31B404	1500	laptop
11	5791	James	exceedingly	DF0101	200	watch
11	3663	Sally	really	0404B4	125	coffee maker
11	2711	David		0404B4	90	coffee maker
11	4351	Jennifer	excessively	0404B4	195	coffee maker
12	7623	Tim	exceedingly	0404B4	350	coffee maker
12	7855	David	very	0404B4	199	coffee maker
12	10591	Linda	exceedingly	0404B4	299	coffee maker
12	11759	Mary	wildly	DF0101	1200	laptop
12	7558	David		31B404	200	watch
12	5768	Susan	very	0404B4	199	coffee maker
12	7063	William	enormously	0404B4	149	coffee maker
12	7233	Linda	wildly	0404B4	249	coffee maker
12	6247	Maria	quite	DF0101	999	laptop
12	7336	Barbara	super	DF0101	949	laptop
12	6496	Sally	terribly	31B404	199	watch
12	22599	Elizabeth	terribly	DF0101	999	laptop
12	4479	Jennifer	insanely	DF0101	1400	laptop
12	4576	Jennifer	terribly	31B404	199	watch
12	5992	Sally	excessively	DF0101	1700	laptop
12	3927	Richard	crazy	0404B4	199	coffee maker
12	6119	Robert	crazy	31B404	215	watch
12	6281	Robert	vastly	0404B4	179	coffee maker
12	5149	Charles	super	0404B4	145	coffee maker
12	11838	Michael	hugely	31B404	199	watch
12	5447	Mary	enormously	DF0101	1250	laptop
12	6543	Charles	hugely	DF0101	1149	laptop
12	6104	Tim	hugely	0404B4	189	coffee maker
12	8791	Elizabeth	horribly	DF0101	1249	laptop
12	4504	Patricia	uncommonly	DF0101	1600	laptop
12	5215	Susan	crazy	31B404	189	watch
12	3543	Elizabeth	wildly	0404B4	199	coffee maker
12	5719	Tim	super	31B404	199	watch
12	6968	Maria	extremely	31B404	199	watch
12	6966	Susan	excessively	31B404	215	watch
12	5240	John	uncommonly	31B404	299	watch
12	3950	Richard	vastly	DF0101	1250	laptop
12	16814	Barbara	enormously	31B404	199	watch
12	7383	Michael	vastly	DF0101	1100	laptop
12	6953	James	quite	31B404	189	watch
12	9767	Charles	uncommonly	0404B4	289	coffee maker
12	9376	James		31B404	129	watch
12	21407	Michael	excessively	0404B4	279	coffee maker
12	10136	Richard	extremely	31B404	215	watch
12	5305	Sally	quite	31B404	159	watch
12	6743	John	really	0404B4	179	coffee maker
12	8744	Maria	extremely	DF0101	1290	laptop
12	4703	Robert	exceedingly	DF0101	1699	laptop
12	3687	William	really	DF0101	999	laptop
12	9264	William	very	DF0101	1050	laptop
12	5743	Linda	horribly	DF0101	1250	laptop
12	6839	Mary	insanely	0404B4	299	coffee maker
12	6200	James	really	0404B4	169	coffee maker
12	6456	David		31B404	129	watch
12	6639	Patricia	horribly	0404B4	279	coffee maker
12	9791	Patricia	insanely	31B404	209	watch
13	5505	Sally	exceedingly	0404B4	75	coffee maker
13	5290	Tim	exceedingly	0404B4	75	coffee maker
13	5836	Charles	vastly	DF0101	400	watch
13	4512	William	quite	0404B4	65	coffee maker
13	3878	Maria	very	0404B4	70	coffee maker
13	4047	Robert	insanely	31B404	1500	laptop
13	2904	Elizabeth	very	0404B4	70	coffee maker
13	4797	Jennifer	extremely	DF0101	500	watch
13	4693	Susan	enormously	DF0101	550	watch
13	4093	Linda	enormously	0404B4	80	coffee maker
13	3238	Sally	vastly	0404B4	75	coffee maker
13	9290	Charles	uncommonly	DF0101	400	watch
13	3236	Richard	really	DF0101	300	watch
13	5185	David	vastly	DF0101	550	watch
13	3371	Michael	wildly	31B404	1200	laptop
13	4690	Charles	terribly	31B404	1000	laptop
13	4174	Barbara	super	DF0101	400	watch
13	3766	Linda	horribly	0404B4	80	coffee maker
13	4709	Maria		DF0101	200	watch
13	4197	Barbara	crazy	0404B4	80	coffee maker
13	4061	Elizabeth	hugely	31B404	1100	laptop
13	3412	Susan	horribly	0404B4	80	coffee maker
13	2842	Michael	super	DF0101	400	watch
13	3142	William	wildly	0404B4	75	coffee maker
13	3356	Susan	extremely	DF0101	500	watch
13	3008	Mary	wildly	DF0101	500	watch
13	5021	James	uncommonly	31B404	1500	laptop
13	4225	John	quite	31B404	1000	laptop
13	3305	Richard		DF0101	200	watch
13	3926	Barbara	terribly	31B404	1000	laptop
13	6815	Tim	quite	DF0101	350	watch
13	3145	Mary	uncommonly	DF0101	450	watch
13	5298	Richard	excessively	31B404	1400	laptop
13	4773	John	enormously	31B404	1500	laptop
13	6597	Sally	extremely	DF0101	450	watch
13	10428	James	crazy	DF0101	400	watch
13	3681	Maria	very	DF0101	300	watch
13	5317	Patricia	hugely	31B404	1000	laptop
13	3406	Robert	insanely	0404B4	80	coffee maker
13	4527	David	excessively	31B404	1200	laptop
13	3013	Linda	super	0404B4	70	coffee maker
13	2928	Patricia		0404B4	60	coffee maker
13	5128	Elizabeth	exceedingly	31B404	1200	laptop
13	2662	Michael	crazy	31B404	1200	laptop
13	4929	James	horribly	31B404	1000	laptop
13	2681	William	really	31B404	1000	laptop
13	4165	Robert	terribly	31B404	1000	laptop
13	3175	Tim	excessively	0404B4	80	coffee maker
13	3290	David	insanely	0404B4	80	coffee maker
13	4065	Mary	really	0404B4	70	coffee maker
13	5204	John	hugely	31B404	1200	laptop
14	17099	John	very	0404B4	2000	laptop
14	7924	Elizabeth	excessively	0404B4	2000	laptop
14	9295	Maria	excessively	31B404	500	watch
14	6911	Sally	insanely	31B404	1500	watch
14	5295	Mary		0404B4	1500	laptop
14	4455	Barbara	super	0404B4	2000	laptop
14	4990	Richard	insanely	31B404	1500	watch
14	4767	Sally	enormously	31B404	750	watch
14	4495	Robert	terribly	31B404	500	watch
14	4239	Elizabeth	crazy	0404B4	2000	laptop
14	7783	James	exceedingly	DF0101	250	coffee maker
14	8967	Barbara	super	0404B4	2000	laptop
14	4563	Susan	very	DF0101	150	coffee maker
14	4943	Tim	really	DF0101	150	coffee maker
14	5215	David	exceedingly	31B404	500	watch
14	4759	Tim	extremely	DF0101	250	coffee maker
14	6199	William	super	31B404	1000	watch
14	4567	William	horribly	0404B4	2000	laptop
14	4654	James	uncommonly	0404B4	1500	laptop
14	6279	Jennifer		0404B4	1000	laptop
14	8517	John	uncommonly	DF0101	150	coffee maker
14	4096	Charles	horribly	DF0101	250	coffee maker
14	5622	Maria	very	DF0101	150	coffee maker
14	5967	Mary	quite	DF0101	150	coffee maker
14	4567	Maria	terribly	0404B4	2000	laptop
14	3880	Linda	quite	DF0101	150	coffee maker
14	4574	Michael		0404B4	1000	laptop
14	3919	Linda	quite	31B404	500	watch
14	3511	James	really	DF0101	150	coffee maker
14	3743	Charles	wildly	31B404	1000	watch
14	9159	Michael	extremely	0404B4	2000	laptop
14	4015	David	exceedingly	0404B4	2000	laptop
14	3515	Mary	vastly	DF0101	250	coffee maker
14	3742	Susan	enormously	0404B4	3000	laptop
14	4495	Elizabeth	vastly	DF0101	250	coffee maker
14	3823	John	horribly	31B404	1000	watch
14	3815	Susan	excessively	DF0101	250	coffee maker
14	3631	Tim	insanely	DF0101	250	coffee maker
14	4039	Barbara	hugely	31B404	1000	watch
14	4279	William	terribly	31B404	1000	watch
14	3895	Patricia	hugely	DF0101	250	coffee maker
14	3871	Patricia	extremely	0404B4	2000	laptop
14	3710	Patricia	wildly	31B404	1000	watch
14	3359	Richard	hugely	DF0101	250	coffee maker
14	8799	Robert	uncommonly	31B404	750	watch
14	3871	Jennifer	enormously	0404B4	3000	laptop
14	3671	David	crazy	31B404	1000	watch
14	6375	Jennifer	crazy	0404B4	3000	laptop
14	3927	Linda	really	DF0101	250	coffee maker
14	4031	Sally	vastly	31B404	1000	watch
14	3431	Michael	wildly	31B404	1000	watch
15	6143	Maria	quite	0404B4	150	coffee maker
15	5224	James	excessively	31B404	600	watch
15	6201	Sally	vastly	31B404	700	watch
15	8109	Jennifer	uncommonly	0404B4	150	coffee maker
15	5173	Maria	wildly	31B404	800	watch
15	6152	Linda	really	DF0101	1000	laptop
15	3779	William	crazy	DF0101	1200	laptop
15	5459	Patricia	extremely	31B404	900	watch
15	4351	David	exceedingly	31B404	600	watch
15	7610	Linda	excessively	0404B4	225	coffee maker
15	4138	Elizabeth	very	DF0101	900	laptop
15	4167	John	uncommonly	0404B4	200	coffee maker
15	3710	James	exceedingly	31B404	900	watch
15	4257	William	super	DF0101	1200	laptop
15	7700	Patricia		31B404	600	watch
15	2592	Mary	horribly	31B404	900	watch
15	2928	Tim	terribly	0404B4	200	coffee maker
15	2381	Charles	enormously	31B404	900	watch
15	2108	Charles	terribly	31B404	900	watch
15	5988	Jennifer	very	DF0101	1000	laptop
15	3142	John	really	DF0101	1200	laptop
15	3613	Tim	horribly	DF0101	1400	laptop
15	5219	Maria	super	DF0101	1400	laptop
15	5861	Tim	hugely	0404B4	200	coffee maker
15	2753	James	crazy	DF0101	1000	laptop
15	4717	Linda	very	0404B4	200	coffee maker
15	3897	Sally	quite	DF0101	1100	laptop
15	2616	Jennifer	crazy	DF0101	1200	laptop
15	2654	Richard	hugely	0404B4	200	coffee maker
15	4112	Mary	super	0404B4	225	coffee maker
15	5685	Richard	insanely	31B404	1500	watch
15	3437	Michael	wildly	DF0101	1300	laptop
15	2674	Patricia	exceedingly	DF0101	1200	laptop
15	4268	Michael	extremely	0404B4	250	coffee maker
15	2225	Mary	really	0404B4	200	coffee maker
15	3367	Barbara	enormously	31B404	1200	watch
15	2371	David	hugely	31B404	1200	watch
15	11640	Robert	enormously	DF0101	1200	laptop
15	2440	Sally	insanely	DF0101	1200	laptop
15	5950	Susan		31B404	900	watch
15	2293	Barbara	vastly	31B404	900	watch
15	2587	Elizabeth	wildly	DF0101	1200	laptop
15	2831	Charles	uncommonly	0404B4	200	coffee maker
15	2577	Susan	insanely	0404B4	200	coffee maker
15	6122	Robert	horribly	0404B4	200	coffee maker
15	4180	Susan		0404B4	250	coffee maker
15	3593	John	terribly	DF0101	1200	laptop
15	2938	Elizabeth	excessively	31B404	1200	watch
15	4531	David	extremely	31B404	900	watch
15	2752	William	quite	0404B4	200	coffee maker
15	2684	Richard	vastly	0404B4	200	coffee maker
16	10840	Richard	enormously	0404B4	100	watch
16	7710	Jennifer	very	31B404	400	laptop
16	10166	Robert		DF0101	100	coffee maker
16	6646	William	very	31B404	500	laptop
16	11134	Maria	exceedingly	0404B4	50	watch
16	4086	Elizabeth	quite	0404B4	35	watch
16	4302	Barbara	crazy	DF0101	35	coffee maker
16	7511	Charles		31B404	670	laptop
16	4525	Jennifer	insanely	31B404	350	laptop
16	5974	David	excessively	31B404	760	laptop
16	4671	Sally	exceedingly	DF0101	25	coffee maker
16	4574	Mary	quite	DF0101	20	coffee maker
16	5927	James	vastly	0404B4	250	watch
16	6182	Elizabeth	crazy	DF0101	35	coffee maker
16	3455	Linda	vastly	0404B4	25	watch
16	9085	Richard	hugely	DF0101	200	coffee maker
16	7935	Tim	uncommonly	DF0101	150	coffee maker
16	4023	Barbara		DF0101	36	coffee maker
16	8998	Michael	terribly	DF0101	250	coffee maker
16	6229	Tim	extremely	0404B4	300	watch
16	7975	Richard	really	0404B4	375	watch
16	7085	Maria	excessively	0404B4	75	watch
16	6174	John	super	31B404	457	laptop
16	5287	David	horribly	DF0101	103	coffee maker
16	5151	Linda	vastly	31B404	200	laptop
16	6126	Patricia	wildly	DF0101	35	coffee maker
16	5391	Susan	enormously	31B404	150	laptop
16	6373	Sally	enormously	DF0101	45	coffee maker
16	6551	William	terribly	DF0101	300	coffee maker
16	5279	Linda	terribly	0404B4	45	watch
16	8421	Patricia	hugely	DF0101	27	coffee maker
16	4365	Robert	horribly	DF0101	99	coffee maker
16	5951	Mary	wildly	31B404	175	laptop
16	4639	James	uncommonly	31B404	1000	laptop
16	7391	Barbara	really	31B404	165	laptop
16	8104	Jennifer	super	0404B4	69	watch
16	8655	William	excessively	31B404	645	laptop
16	5934	James	exceedingly	31B404	1200	laptop
16	7063	Susan	horribly	0404B4	30	watch
16	9085	Robert	really	0404B4	400	watch
16	7263	John	wildly	0404B4	450	watch
16	3911	Charles	insanely	0404B4	500	watch
16	5142	Elizabeth	super	31B404	205	laptop
16	5621	David	uncommonly	0404B4	350	watch
16	17166	Charles	extremely	31B404	1115	laptop
16	4151	Mary	crazy	DF0101	34	coffee maker
16	5263	Tim	quite	DF0101	98	coffee maker
16	5280	Michael	extremely	31B404	305	laptop
16	6910	Michael	hugely	31B404	650	laptop
16	4751	John	insanely	0404B4	500	watch
16	6261	Susan	very	0404B4	55	watch
17	11239	Maria	excessively	31B404	2000	watch
17	5556	Richard	quite	DF0101	120	coffee maker
17	6075	Robert	excessively	0404B4	4000	laptop
17	6142	Richard	terribly	0404B4	3500	laptop
17	5377	Tim	enormously	0404B4	4000	laptop
17	5489	Charles	vastly	31B404	2500	watch
17	5523	John	horribly	DF0101	150	coffee maker
17	4590	David	super	0404B4	3000	laptop
17	4522	Maria	hugely	DF0101	150	coffee maker
17	5096	Jennifer	vastly	0404B4	3000	laptop
17	6604	Jennifer	super	0404B4	3000	laptop
17	7684	Charles	vastly	0404B4	3500	laptop
17	5727	William	excessively	DF0101	200	coffee maker
17	4545	Elizabeth	enormously	DF0101	200	coffee maker
17	4871	John	exceedingly	31B404	2000	watch
17	5501	Linda	hugely	31B404	2000	watch
17	5074	Sally	very	DF0101	100	coffee maker
17	4094	Michael	uncommonly	DF0101	100	coffee maker
17	5309	Robert	crazy	31B404	3000	watch
17	4860	Tim	insanely	0404B4	4000	laptop
17	4634	William	crazy	31B404	3000	watch
17	4501	Richard	extremely	DF0101	120	coffee maker
17	5310	William	terribly	0404B4	3500	laptop
17	4511	Mary	extremely	0404B4	3000	laptop
17	5108	Sally	really	31B404	1000	watch
17	5221	David	exceedingly	31B404	1500	watch
17	3858	Sally	horribly	DF0101	100	coffee maker
17	3791	Barbara	crazy	DF0101	200	coffee maker
17	4410	Patricia	wildly	0404B4	4000	laptop
17	7930	Robert		0404B4	1500	laptop
17	4285	James	insanely	DF0101	200	coffee maker
17	7065	Barbara	quite	0404B4	1800	laptop
17	4556	David	wildly	0404B4	2000	laptop
17	4735	Michael	wildly	31B404	3000	watch
17	4927	James	quite	31B404	500	watch
17	3893	Tim	uncommonly	DF0101	100	coffee maker
17	7830	Patricia	enormously	0404B4	3000	laptop
17	4522	Elizabeth		31B404	200	watch
17	4309	Patricia	really	DF0101	100	coffee maker
17	3825	Susan	exceedingly	DF0101	200	coffee maker
17	8515	Linda	uncommonly	31B404	500	watch
17	4252	Elizabeth		31B404	300	watch
17	5276	Mary	hugely	DF0101	200	coffee maker
17	5264	Michael	horribly	31B404	3000	watch
17	6424	Linda	terribly	0404B4	2000	laptop
17	5198	Barbara	very	31B404	400	watch
17	4624	James	super	31B404	1000	watch
17	9102	Charles	extremely	DF0101	150	coffee maker
17	5861	John	very	0404B4	1800	laptop
17	4467	Susan	really	DF0101	120	coffee maker
17	5051	Maria	insanely	31B404	3000	watch
18	9440	Elizabeth	vastly	0404B4	200	coffee maker
18	6233	David	terribly	31B404	500	watch
18	10375	Mary	crazy	31B404	200	watch
18	3352	Barbara	horribly	31B404	500	watch
18	4929	James		DF0101	900	laptop
18	4567	Sally	wildly	DF0101	1200	laptop
18	5640	Michael	exceedingly	0404B4	150	coffee maker
18	4149	Tim		DF0101	900	laptop
18	6528	Robert	really	DF0101	1200	laptop
18	5697	Patricia	horribly	0404B4	200	coffee maker
18	4152	Robert	uncommonly	31B404	250	watch
18	4024	Linda	crazy	0404B4	200	coffee maker
18	4696	Maria	very	DF0101	1000	laptop
18	3736	John	vastly	DF0101	1200	laptop
18	4008	James	very	0404B4	100	coffee maker
18	4233	Charles	uncommonly	0404B4	150	coffee maker
18	5534	Mary	hugely	DF0101	1500	laptop
18	3647	William	really	DF0101	1200	laptop
18	3728	Elizabeth	enormously	0404B4	250	coffee maker
18	6448	Sally	very	31B404	200	watch
18	3067	Patricia		0404B4	100	coffee maker
18	3673	Susan	hugely	31B404	500	watch
18	4201	Robert	wildly	DF0101	2000	laptop
18	4000	Michael	terribly	0404B4	200	coffee maker
18	4848	Tim	extremely	0404B4	200	coffee maker
18	6857	Linda	wildly	DF0101	1500	laptop
18	3407	Jennifer	crazy	0404B4	250	coffee maker
18	4128	Susan	extremely	31B404	500	watch
18	3575	Jennifer	exceedingly	0404B4	150	coffee maker
18	5442	James	extremely	31B404	300	watch
18	3112	Mary	excessively	31B404	500	watch
18	3639	Charles	insanely	0404B4	300	coffee maker
18	5455	David	quite	DF0101	1000	laptop
18	3753	Patricia	super	DF0101	1200	laptop
18	4149	Richard	quite	31B404	300	watch
18	7041	Maria	insanely	DF0101	2000	laptop
18	5040	Richard	super	31B404	750	watch
18	3105	Elizabeth	terribly	31B404	500	watch
18	3560	Barbara	horribly	DF0101	1500	laptop
18	2935	Jennifer	hugely	31B404	500	watch
18	2856	Barbara	exceedingly	0404B4	250	coffee maker
18	3272	John	enormously	0404B4	300	coffee maker
18	4130	Sally	really	0404B4	150	coffee maker
18	5089	William	vastly	31B404	750	watch
18	3712	William	excessively	DF0101	1500	laptop
18	3335	Linda	enormously	31B404	500	watch
18	3729	Charles	super	DF0101	2000	laptop
18	3416	David	insanely	31B404	750	watch
18	3808	Susan	uncommonly	0404B4	150	coffee maker
18	8109	Tim	quite	DF0101	900	laptop
18	3889	Michael	excessively	31B404	750	watch
19	30777	Susan	excessively	31B404	170.00	coffee maker
19	14138	Tim	hugely	DF0101	400.00	watch
19	18291	Maria	horribly	31B404	200.00	coffee maker
19	55368	Jennifer	extremely	0404B4	1500	laptop
19	51876	Charles	uncommonly	0404B4	1800	laptop
19	30280	William	vastly	31B404	90.00	coffee maker
19	13340	Richard	quite	0404B4	900.00	laptop
19	13337	Linda	horribly	31B404	200.00	coffee maker
19	15818	Sally	exceedingly	0404B4	1500.00	laptop
19	17648	David	insanely	0404B4	2000.00	laptop
19	13749	Jennifer	really	DF0101	150.00	watch
19	16148	Patricia	extremely	DF0101	350.00	watch
19	9072	Elizabeth	uncommonly	31B404	200.00	coffee maker
19	20332	John	wildly	31B404	70.00	coffee maker
19	7317	David	exceedingly	31B404	200.00	coffee maker
19	10229	Michael	crazy	31B404	250.00	coffee maker
19	14410	Susan	super	31B404	130.00	coffee maker
19	11567	James	enormously	0404B4	1100.00	laptop
19	85956	Jennifer	vastly	DF0101	150.00	watch
19	9296	Sally	super	DF0101	200.00	watch
19	10675	Tim	exceedingly	31B404	200.00	coffee maker
19	8300	Sally	extremely	31B404	250.00	coffee maker
19	25771	Maria	insanely	DF0101	700.00	watch
19	14369	Robert		0404B4	995.00	laptop
19	21642	Tim	very	DF0101	150.00	watch
19	10362	Michael	crazy	0404B4	2000.00	laptop
19	16091	Linda	super	31B404	200.00	coffee maker
19	14797	Susan	crazy	DF0101	1500.00	watch
19	13589	Mary	horribly	DF0101	2000.00	watch
19	18787	Michael		DF0101	150.00	watch
19	23691	Charles	hugely	31B404	200.00	coffee maker
19	12494	Mary	terribly	0404B4	1500.00	laptop
19	32656	William	excessively	0404B4	1100.00	laptop
19	18819	John	quite	DF0101	250.00	watch
19	7640	Elizabeth	enormously	DF0101	2000.00	watch
19	15718	Patricia	really	0404B4	995.00	laptop
19	10814	Maria	vastly	31B404	120.00	coffee maker
19	30857	David	excessively	DF0101	1500.00	watch
19	11360	Richard	terribly	31B404	150.00	coffee maker
19	13837	William	very	31B404	130.00	coffee maker
19	10076	James	very	0404B4	950.00	laptop
19	12109	Elizabeth	really	0404B4	995.00	laptop
19	9445	Linda	uncommonly	0404B4	2000.00	laptop
19	9387	Charles	wildly	DF0101	1500.00	watch
19	11493	Patricia	quite	DF0101	250.00	watch
19	9716	John	enormously	DF0101	2000.00	watch
19	10429	Robert	wildly	DF0101	400.00	watch
19	13202	Robert	terribly	0404B4	1100.00	laptop
19	8351	Barbara		0404B4	995.00	laptop
19	12165	James	insanely	31B404	250.00	coffee maker
19	12716	Barbara	hugely	0404B4	1200.00	laptop
20	5575	Linda	vastly	31B404	500	laptop
20	5640	Michael	uncommonly	31B404	200	laptop
20	4191	Richard	quite	0404B4	99	coffee maker
20	6680	Robert	very	DF0101	99	watch
20	10139	Robert	enormously	0404B4	99	coffee maker
20	6424	Linda	uncommonly	31B404	500	laptop
20	4163	Tim	excessively	31B404	500	laptop
20	6314	William	extremely	DF0101	100	watch
20	3309	Linda	hugely	DF0101	100	watch
20	4739	Mary	terribly	0404B4	100	coffee maker
20	4399	Barbara	really	31B404	400	laptop
20	4041	Susan		31B404	400	laptop
20	4504	David	excessively	0404B4	99	coffee maker
20	5863	David		31B404	450	laptop
20	3616	Elizabeth	enormously	0404B4	99	coffee maker
20	2799	Maria	super	0404B4	99	coffee maker
20	2392	Charles	vastly	DF0101	99	watch
20	2373	Robert	wildly	DF0101	99	watch
20	3048	Richard	very	0404B4	99	coffee maker
20	6151	William	crazy	31B404	500	laptop
20	5704	Maria	horribly	31B404	500	laptop
20	5784	Tim	wildly	0404B4	100	coffee maker
20	6080	James	horribly	0404B4	100	coffee maker
20	3387	Barbara	hugely	0404B4	100	coffee maker
20	3829	Mary	vastly	31B404	500	laptop
20	5144	Sally	exceedingly	0404B4	99	coffee maker
20	3031	Maria	quite	DF0101	99	watch
20	4505	John	exceedingly	DF0101	99	watch
20	4662	Mary	insanely	31B404	550	laptop
20	5030	David	super	DF0101	100	watch
20	3880	William	insanely	0404B4	100	coffee maker
20	4200	Susan	quite	0404B4	100	coffee maker
20	2680	Susan	really	DF0101	99	watch
20	4510	James		DF0101	50	watch
20	8138	Richard	insanely	31B404	550	laptop
20	6474	James	enormously	DF0101	130	watch
20	4349	John	extremely	0404B4	100	coffee maker
20	7705	Patricia	uncommonly	31B404	500	laptop
20	3232	Elizabeth	terribly	DF0101	100	watch
20	4136	Michael	extremely	DF0101	100	watch
20	5848	Patricia	terribly	0404B4	100	coffee maker
20	3119	Jennifer	super	DF0101	100	watch
20	3824	Jennifer	crazy	DF0101	120	watch
20	3528	Charles	really	DF0101	100	watch
20	5817	Barbara	excessively	31B404	550	laptop
20	5544	Sally	wildly	31B404	550	laptop
20	2888	Jennifer	hugely	31B404	550	laptop
20	4632	Charles	crazy	0404B4	100	coffee maker
20	7921	Michael	very	0404B4	75	coffee maker
20	3741	Sally	horribly	31B404	550	laptop
20	4779	Elizabeth	exceedingly	DF0101	110	watch
21	11132	Jennifer	enormously	DF0101	75.00	coffee maker
21	14767	Michael	vastly	0404B4	45.00	watch
21	7390	Patricia	wildly	DF0101	100.00	coffee maker
21	5231	Sally	very	31B404	250.00	laptop
21	7126	Tim	insanely	DF0101	150.00	coffee maker
21	7761	Mary	excessively	DF0101	100.00	coffee maker
21	9985	Linda	enormously	DF0101	150.00	coffee maker
21	5933	James	really	DF0101	65.00	coffee maker
21	4363	James	terribly	0404B4	200.00	watch
21	5125	John	vastly	0404B4	50.00	watch
21	5656	John	crazy	0404B4	400.00	watch
21	4590	Michael	hugely	31B404	500.00	laptop
21	4886	Tim	hugely	DF0101	150.00	coffee maker
21	4871	Maria	very	DF0101	175.00	coffee maker
21	6303	Richard	crazy	31B404	550.00	laptop
21	4669	David	very	0404B4	200.00	watch
21	4944	Sally	exceedingly	0404B4	250.00	watch
21	7467	Susan	quite	0404B4	220.00	watch
21	6835	Robert		DF0101	95.00	coffee maker
21	4658	Tim	horribly	31B404	600.00	laptop
21	6029	Elizabeth	quite	31B404	575.00	laptop
21	6071	Charles	vastly	31B404	300.00	laptop
21	6174	David	super	31B404	600.00	laptop
21	6297	John	extremely	0404B4	300.00	watch
21	6861	Robert	super	0404B4	350.00	watch
21	5174	Richard	horribly	31B404	600.00	laptop
21	4342	Charles	exceedingly	DF0101	200.00	coffee maker
21	4084	Susan	excessively	0404B4	500.00	watch
21	6274	Patricia	terribly	31B404	625.00	laptop
21	6155	Mary	extremely	31B404	500.00	laptop
21	4474	David	quite	0404B4	300.00	watch
21	4913	Elizabeth	hugely	31B404	475.00	laptop
21	5246	Susan	uncommonly	31B404	750.00	laptop
21	7399	Jennifer	enormously	0404B4	1000.00	watch
21	4823	Linda	excessively	DF0101	150.00	coffee maker
21	8911	Richard	insanely	0404B4	2000.00	watch
21	6022	Barbara	terribly	31B404	600.00	laptop
21	4667	Barbara	wildly	DF0101	200.00	coffee maker
21	5969	Sally	super	DF0101	175.00	coffee maker
21	4328	Maria	wildly	31B404	750.00	laptop
21	9407	Elizabeth	uncommonly	0404B4	5000.00	watch
21	8500	Jennifer	really	DF0101	150.00	coffee maker
21	7103	William	insanely	DF0101	250.00	coffee maker
21	5110	Barbara	really	31B404	475.00	laptop
21	6811	Linda	extremely	DF0101	175.00	coffee maker
21	4997	Charles	horribly	31B404	750.00	laptop
21	4787	Michael		0404B4	300.00	watch
21	5095	William	exceedingly	31B404	575.00	laptop
21	6107	William	crazy	0404B4	900.00	watch
21	4263	Robert		DF0101	100.00	coffee maker
21	5886	Mary	uncommonly	0404B4	2000.00	watch
22	5661	William	extremely	31B404	500	watch
22	5076	Sally	super	DF0101	100	coffee maker
22	5326	Richard	vastly	DF0101	150	coffee maker
22	9847	Robert	wildly	31B404	200	watch
22	5926	Jennifer		0404B4	2000	laptop
22	6111	David	really	31B404	250	watch
22	5047	Richard	excessively	31B404	700	watch
22	8159	Barbara	exceedingly	DF0101	299	coffee maker
22	5959	Patricia	excessively	31B404	799	watch
22	5039	Michael	terribly	DF0101	140	coffee maker
22	4605	Michael	enormously	DF0101	125	coffee maker
22	5656	James	super	0404B4	1999	laptop
22	5192	James	terribly	31B404	175	watch
22	5030	David	excessively	31B404	225	watch
22	6286	Michael	insanely	31B404	900	watch
22	5911	Maria	enormously	0404B4	3000	laptop
22	4846	Robert	horribly	0404B4	2500	laptop
22	7537	Tim	extremely	31B404	755	watch
22	4909	John	horribly	0404B4	3000	laptop
22	5726	Susan	exceedingly	31B404	210	watch
22	6287	David	uncommonly	0404B4	1000	laptop
22	9759	Susan	exceedingly	0404B4	1700	laptop
22	5655	Linda	very	DF0101	200	coffee maker
22	7791	Jennifer	super	31B404	800	watch
22	4191	Tim	insanely	0404B4	1500	laptop
22	6423	Mary	vastly	0404B4	1800	laptop
22	5135	Tim	very	DF0101	150	coffee maker
22	5622	Mary	hugely	DF0101	110	coffee maker
22	5911	Charles	uncommonly	31B404	224	watch
22	4831	Charles	quite	31B404	566	watch
22	5840	Patricia	terribly	31B404	745	watch
22	5126	William	wildly	0404B4	1600	laptop
22	5791	William	horribly	0404B4	3000	laptop
22	9503	Patricia		DF0101	125	coffee maker
22	3782	James	really	DF0101	175	coffee maker
22	5111	Linda	wildly	0404B4	1500	laptop
22	6327	Richard	crazy	DF0101	3500	coffee maker
22	5551	John	extremely	DF0101	299	coffee maker
22	5367	Robert	hugely	DF0101	200	coffee maker
22	6319	Barbara	very	31B404	456	watch
22	5590	John	insanely	0404B4	4000	laptop
22	6095	Maria	vastly	0404B4	2000	laptop
22	4350	Sally	crazy	DF0101	399	coffee maker
