workerid	name	adverb	gender	object	response	condition	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
7	Jacqueline	truly	female	coffee maker	3100	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Jenna	awfully	female	laptop	2000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Derek	colossally	male	laptop	2500	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Tyler	desperately	male	laptop	1900	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Devin	phenomenally	male	laptop	3100	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Kelsey	phenomenally	female	watch	1400	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Andrea	totally	female	watch	800	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Kayla	awfully	female	coffee maker	1000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Cameron	fantastically	male	coffee maker	800	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Victoria	remarkably	female	coffee maker	2000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Brianna	excessively	female	watch	1100	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Hannah	extraordinarily	female	coffee maker	2500	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Luis	fantastically	male	laptop	1500	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Erin	unusually	female	watch	1000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Rebecca	mightily	female	watch	1050	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Caleb	exceedingly	male	laptop	4100	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Natalie	extremely	female	watch	1400	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Elizabeth	extremely	female	coffee maker	2000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Ashley	notably	female	laptop	1600	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	James	uncommonly	male	coffee maker	600	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Lauren	quite	female	coffee maker	500	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Katie	phenomenally	female	coffee maker	2000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Kelly	astoundingly	female	laptop	3000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Kenneth	radically	male	coffee maker	3100	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Danielle	remarkably	female	watch	900	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Madison	supremely	female	coffee maker	3100	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Alyssa	amazingly	female	laptop	1800	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Christian	desperately	male	coffee maker	1000	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
7	Benjamin	awfully	male	watch	700	extreme	English	1	Male	26	No comments. 	Yes	3	Windows	768	1366	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3AAJC4I4FGSEEUZKCF84YMU5MVKZJF	7	Approved	Mon Dec 01 22:33:49 PST 2014	Mon Dec 01 05:28:09 PST 2014	Mon Dec 01 05:53:49 PST 2014	Mon Dec 01 06:27:20 PST 2014					[]	{}	25.594966666666668
