workerid,rt,word,word_type,impatient,qtype,response,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.dialect,Answer.target,Answer.control,Answer.catch_trials,Answer.time_in_minutes
12,43972,NA,NA,NA,summary,Jim got a new kitchen because a tree had fallen on it. The tree was very well liked by a kid that was visiting and he asked if he could have the tree. The tree fell down right after that a a chunk was cut off and given to the kid.,English,2,Male,27,I really enjoyed the comic and analyzing the way Jim spoke.,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3TESA3PJ31A4GV6M0NV26CQDD9QMMW,12,Approved,Thu Jan 15 11:22:11 PST 2015,Thu Jan 15 11:17:50 PST 2015,Thu Jan 15 11:22:11 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"other","truly","very",[],4.310066666666667
12,7921,NA,NA,NA,dialect,-1,English,2,Male,27,I really enjoyed the comic and analyzing the way Jim spoke.,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3TESA3PJ31A4GV6M0NV26CQDD9QMMW,12,Approved,Thu Jan 15 11:22:11 PST 2015,Thu Jan 15 11:17:50 PST 2015,Thu Jan 15 11:22:11 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"other","truly","very",[],4.310066666666667
12,7921,NA,NA,NA,excitable,-1,English,2,Male,27,I really enjoyed the comic and analyzing the way Jim spoke.,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3TESA3PJ31A4GV6M0NV26CQDD9QMMW,12,Approved,Thu Jan 15 11:22:11 PST 2015,Thu Jan 15 11:17:50 PST 2015,Thu Jan 15 11:22:11 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"other","truly","very",[],4.310066666666667
13,36710,NA,NA,True,NA,NA,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,49082,NA,NA,False,NA,NA,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,27324,NA,NA,False,NA,NA,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,30439,truly,target,NA,price,250,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,30439,very,control,NA,price,200,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,30439,bare,bare,NA,price,150,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,26383,truly,target,NA,frequency,200,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,26383,very,control,NA,frequency,5,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,26383,tree,tree,NA,frequency,10,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,22770,NA,NA,NA,summary,A tree fell down and they gave a part of it to a kid who was staying at their house.,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,11465,NA,NA,NA,dialect,-1,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
13,11465,NA,NA,NA,excitable,-1,English,2,Male,37,I love XKCD!!!,Yes,4,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3CCZ6YKWR7JR142MJFABKO97RFU59R,13,Approved,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:17:49 PST 2015,Thu Jan 15 11:22:17 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],4.093666666666667
14,21538,NA,NA,False,NA,NA,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,38863,NA,NA,False,NA,NA,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,22920,NA,NA,False,NA,NA,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,37749,truly,target,NA,price,40.00,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,37749,very,control,NA,price,25.00,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,37749,bare,bare,NA,price,20.00,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,15199,truly,target,NA,frequency,10,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,15199,very,control,NA,frequency,2,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,15199,tree,tree,NA,frequency,5,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,42148,NA,NA,NA,summary,"A boy asked if he could have a tree from his yard, but it was stuck. A big gust of wind knocked the tree over into Jim&quotechars kitchen. The boy got his tree and Jim got a new kitchen.",English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,11389,NA,NA,NA,dialect,-1,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
14,11389,NA,NA,NA,excitable,-1,English,2,Female,26,,Yes,3,Windows,768,1366,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,37QW5D2ZRGMST1HNQJH5D3OOLTJS8Q,14,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:49 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","truly","very",[],3.636066666666667
15,22102,NA,NA,False,NA,NA,English,2,Female,52,The story was fun to read.,Yes,3,Windows,1026,1824,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3ZR9AIQJUB9R9RA95E88ML20OF4408,15,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:08 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","very","truly",[],4.209066666666667
15,34066,NA,NA,False,NA,NA,English,2,Female,52,The story was fun to read.,Yes,3,Windows,1026,1824,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3ZR9AIQJUB9R9RA95E88ML20OF4408,15,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:08 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","very","truly",[],4.209066666666667
15,20410,NA,NA,False,NA,NA,English,2,Female,52,The story was fun to read.,Yes,3,Windows,1026,1824,Firefox,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3ZR9AIQJUB9R9RA95E88ML20OF4408,15,Approved,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:18:08 PST 2015,Thu Jan 15 11:22:29 PST 2015,Thu Jan 15 11:23:37 PST 2015,,,,,"english","very","truly",[],4.209066666666667
